Pasture,Transect_ID,Date
6A,6A-40,2018-02-21
6A,6A-40,2021-02-10
6A,6A-40,2024-03-01
6B,6B-1E,1958-01-10
6B,6B-1E,1962-09-10
6B,6B-1E,1966-09-26
6B,6B-1E,1984-09-27
6B,6B-1E,1997-01-31
6B,6B-1E,2000-01-28
6B,6B-1E,2003-01-27
6B,6B-1E,2006-01-09
6B,6B-1E,2009-02-06
6B,6B-1E,2012-02-03
6B,6B-1E,2015-02-07
6B,6B-1E,2018-01-17
6B,6B-1E,2021-01-13
6B,6B-1E,2024-02-16
6B,6B-1W,1958-01-10
6B,6B-1W,1962-09-10
6B,6B-1W,1966-09-26
6B,6B-1W,1984-09-27
6B,6B-1W,1997-01-31
6B,6B-1W,2000-01-28
6B,6B-1W,2003-01-27
6B,6B-1W,2006-01-09
6B,6B-1W,2009-02-06
6B,6B-1W,2012-02-03
6B,6B-1W,2015-02-07
6B,6B-1W,2018-01-17
6B,6B-1W,2021-01-13
6B,6B-1W,2024-02-18
6B,6B-2E,1958-01-10
6B,6B-2E,1966-09-27
6B,6B-2E,1984-09-28
6B,6B-2E,1997-01-31
6B,6B-2E,2000-01-31
6B,6B-2E,2003-01-27
6B,6B-2E,2006-01-09
6B,6B-2E,2009-02-06
6B,6B-2E,2012-02-10
6B,6B-2E,2015-02-07
6B,6B-2E,2018-02-12
6B,6B-2E,2021-01-19
6B,6B-2E,2024-02-09
6B,6B-2W,1958-01-10
6B,6B-2W,1966-09-27
6B,6B-2W,1984-09-28
6B,6B-2W,1997-01-31
6B,6B-2W,2000-01-31
6B,6B-2W,2003-01-27
6B,6B-2W,2006-01-09
6B,6B-2W,2009-02-06
6B,6B-2W,2012-02-10
6B,6B-2W,2015-02-07
6B,6B-2W,2018-02-12
6B,6B-2W,2021-01-19
6B,6B-2W,2024-02-09
6B,6B-3E,1958-01-10
6B,6B-3E,1966-09-29
6B,6B-3E,1984-09-28
6B,6B-3E,1997-01-31
6B,6B-3E,2000-01-31
6B,6B-3E,2003-01-27
6B,6B-3E,2006-01-12
6B,6B-3E,2009-02-16
6B,6B-3E,2012-02-20
6B,6B-3E,2015-02-13
6B,6B-3E,2018-01-12
6B,6B-3E,2021-01-15
6B,6B-3E,2024-02-11
6B,6B-3W,1958-01-08
6B,6B-3W,1966-09-29
6B,6B-3W,1984-09-28
6B,6B-3W,1997-01-31
6B,6B-3W,2000-01-31
6B,6B-3W,2003-01-27
6B,6B-3W,2006-01-12
6B,6B-3W,2009-02-16
6B,6B-3W,2012-02-20
6B,6B-3W,2015-02-13
6B,6B-3W,2018-01-12
6B,6B-3W,2021-01-15
6B,6B-3W,2024-02-11
6B,6B-4E,1957-12-20
6B,6B-4E,1962-09-10
6B,6B-4E,1966-09-27
6B,6B-4E,1984-09-28
6B,6B-4E,1997-01-31
6B,6B-4E,2000-01-31
6B,6B-4E,2003-01-27
6B,6B-4E,2006-01-09
6B,6B-4E,2009-02-06
6B,6B-4E,2012-02-10
6B,6B-4E,2015-02-07
6B,6B-4E,2018-01-17
6B,6B-4E,2021-01-15
6B,6B-4E,2024-02-18
6B,6B-4W,1957-12-20
6B,6B-4W,1962-09-10
6B,6B-4W,1966-09-27
6B,6B-4W,1984-09-28
6B,6B-4W,1997-01-31
6B,6B-4W,2000-01-31
6B,6B-4W,2003-01-27
6B,6B-4W,2006-01-09
6B,6B-4W,2009-02-06
6B,6B-4W,2012-02-10
6B,6B-4W,2015-02-07
6B,6B-4W,2018-01-17
6B,6B-4W,2021-01-15
6B,6B-4W,2024-02-18
6B,6B-5E,1958-01-08
6B,6B-5E,1966-09-30
6B,6B-5E,1984-09-28
6B,6B-5E,1997-01-31
6B,6B-5E,2000-01-31
6B,6B-5E,2003-01-27
6B,6B-5E,2006-01-12
6B,6B-5E,2009-02-16
6B,6B-5E,2012-02-10
6B,6B-5E,2015-02-13
6B,6B-5E,2018-01-17
6B,6B-5E,2021-01-15
6B,6B-5E,2024-02-11
6B,6B-5W,1958-01-08
6B,6B-5W,1966-09-30
6B,6B-5W,1997-01-31
6B,6B-5W,2000-01-31
6B,6B-5W,2003-01-27
6B,6B-5W,2006-01-12
6B,6B-5W,2009-02-16
6B,6B-5W,2012-02-10
6B,6B-5W,2015-02-13
6B,6B-5W,2018-01-17
6B,6B-5W,2021-01-15
6B,6B-5W,2024-02-11
6E,6A-1,1975-06-10
6E,6A-1,1984-10-06
6E,6A-1,1997-02-09
6E,6A-1,2000-01-10
6E,6A-1,2003-03-07
6E,6A-1,2006-02-16
6E,6A-1,2009-03-09
6E,6A-1,2012-02-24
6E,6A-1,2015-03-09
6E,6A-1,2018-02-26
6E,6A-1,2021-02-09
6E,6A-1,2024-03-02
6E,6A-2,1975-06-10
6E,6A-2,1984-10-06
6E,6A-2,1997-02-09
6E,6A-2,2000-01-10
6E,6A-2,2003-03-07
6E,6A-2,2006-02-16
6E,6A-2,2009-03-09
6E,6A-2,2012-02-24
6E,6A-2,2015-03-09
6E,6A-2,2018-02-26
6E,6A-2,2021-02-09
6E,6A-2,2024-03-02
6E,6A-3,1975-06-10
6E,6A-3,1984-10-06
6E,6A-3,1997-02-09
6E,6A-3,2000-01-10
6E,6A-3,2003-03-07
6E,6A-3,2006-02-16
6E,6A-3,2009-03-13
6E,6A-3,2012-03-23
6E,6A-3,2015-03-09
6E,6A-3,2018-02-21
6E,6A-3,2021-02-09
6E,6A-3,2024-03-02
6E,6A-4,1975-06-10
6E,6A-4,1984-09-29
6E,6A-4,1997-02-09
6E,6A-4,2000-01-10
6E,6A-4,2003-03-07
6E,6A-4,2006-02-16
6E,6A-4,2009-03-13
6E,6A-4,2012-03-23
6E,6A-4,2015-03-09
6E,6A-4,2018-02-21
6E,6A-4,2021-02-09
6E,6A-4,2024-03-02
6E,6A-41,1975-06-11
6E,6A-41,1997-02-09
6E,6A-41,2000-01-10
6E,6A-41,2003-03-10
6E,6A-41,2006-02-21
6E,6A-41,2009-03-13
6E,6A-41,2012-03-23
6E,6A-41,2015-03-23
6E,6A-41,2018-02-09
6E,6A-41,2021-02-03
6E,6A-41,2024-03-03
6E,6A-42,1975-06-11
6E,6A-42,1997-02-09
6E,6A-42,2000-01-10
6E,6A-42,2003-03-07
6E,6A-42,2006-02-21
6E,6A-42,2009-03-13
6E,6A-42,2012-03-23
6E,6A-42,2015-03-23
6E,6A-42,2018-02-09
6E,6A-42,2021-02-01
6E,6A-42,2024-03-03
6E,6A-43,1975-06-11
6E,6A-43,1984-10-05
6E,6A-43,1997-02-09
6E,6A-43,2000-01-10
6E,6A-43,2003-03-07
6E,6A-43,2006-02-21
6E,6A-43,2009-03-13
6E,6A-43,2012-03-23
6E,6A-43,2015-03-23
6E,6A-43,2018-02-09
6E,6A-43,2021-02-01
6E,6A-43,2024-03-03
6E,6A-44,1975-06-11
6E,6A-44,1984-09-29
6E,6A-44,1997-02-09
6E,6A-44,2000-01-10
6E,6A-44,2003-03-07
6E,6A-44,2006-02-21
6E,6A-44,2009-03-13
6E,6A-44,2012-03-23
6E,6A-44,2015-03-23
6E,6A-44,2018-02-09
6E,6A-44,2021-02-01
6E,6A-44,2024-03-03
6E,6A-45,1975-06-11
6E,6A-45,1984-09-29
6E,6A-45,1997-02-09
6E,6A-45,2000-01-10
6E,6A-45,2003-03-07
6E,6A-45,2006-02-21
6E,6A-45,2009-03-13
6E,6A-45,2012-04-02
6E,6A-45,2015-03-09
6E,6A-45,2018-02-09
6E,6A-45,2021-02-01
6E,6A-45,2024-03-15
6E,6A-5,1975-06-10
6E,6A-5,1997-02-09
6E,6A-5,2000-01-10
6E,6A-5,2003-03-07
6E,6A-5,2006-02-16
6E,6A-5,2009-03-13
6E,6A-5,2012-03-23
6E,6A-5,2015-03-09
6E,6A-5,2018-02-21
6E,6A-5,2021-02-09
6E,6A-5,2024-03-02
8,8-12,1957-05-27
8,8-12,1975-06-24
8,8-12,1982-09-29
8,8-12,1997-02-24
8,8-12,2000-03-20
8,8-12,2003-03-14
8,8-12,2006-02-23
8,8-12,2009-03-02
8,8-12,2012-04-02
8,8-12,2015-04-17
8,8-12,2018-03-12
8,8-12,2021-02-15
8,8-12,2024-04-05
8,8-13,1957-05-27
8,8-13,1962-09-20
8,8-13,1966-10-20
8,8-13,1975-06-26
8,8-13,1982-09-29
8,8-13,1997-05-12
8,8-13,2000-03-27
8,8-13,2003-03-20
8,8-13,2006-03-02
8,8-13,2009-03-27
8,8-13,2012-04-02
8,8-13,2015-04-17
8,8-13,2018-03-21
8,8-13,2021-02-15
8,8-13,2024-01-29
8,8-14,1957-05-27
8,8-14,1975-06-23
8,8-14,1997-03-24
8,8-14,2000-03-27
8,8-14,2003-03-20
8,8-14,2006-03-02
8,8-14,2009-03-27
8,8-14,2012-04-02
8,8-14,2015-04-17
8,8-14,2018-03-14
8,8-14,2021-02-15
8,8-14,2024-03-25
8,8-2,1957-05-27
8,8-2,1975-06-24
8,8-2,1982-09-28
8,8-2,1982-09-29
8,8-2,1997-02-24
8,8-2,2000-03-24
8,8-2,2003-03-14
8,8-2,2006-02-23
8,8-2,2009-03-02
8,8-2,2012-01-20
8,8-2,2015-02-20
8,8-2,2018-03-12
8,8-2,2021-01-28
8,8-2,2024-04-05
8,8-3,1957-05-27
8,8-3,1975-06-26
8,8-3,1984-08-22
8,8-3,1997-02-24
8,8-3,2000-03-20
8,8-3,2003-03-14
8,8-3,2006-02-23
8,8-3,2009-03-02
8,8-3,2012-03-05
8,8-3,2015-03-27
8,8-3,2018-03-14
8,8-3,2021-02-12
8,8-3,2024-03-09
8,8-4,1957-05-27
8,8-4,1975-06-25
8,8-4,1982-09-28
8,8-4,1997-02-24
8,8-4,2000-03-20
8,8-4,2003-03-14
8,8-4,2006-02-23
8,8-4,2009-03-02
8,8-4,2012-03-05
8,8-4,2015-03-27
8,8-4,2018-03-14
8,8-4,2021-02-12
8,8-4,2024-03-09
8,8-5,1957-05-27
8,8-5,1962-09-20
8,8-5,1966-10-20
8,8-5,1975-06-26
8,8-5,1982-09-28
8,8-5,1997-02-24
8,8-5,2000-03-20
8,8-5,2003-03-14
8,8-5,2006-02-23
8,8-5,2009-03-06
8,8-5,2012-01-20
8,8-5,2015-04-10
8,8-5,2018-03-12
8,8-5,2021-03-01
8,8-5,2024-04-05
8,8-7,1957-05-27
8,8-7,1975-06-25
8,8-7,1984-08-22
8,8-7,1997-02-24
8,8-7,2000-03-20
8,8-7,2003-03-14
8,8-7,2006-02-23
8,8-7,2009-03-02
8,8-7,2012-03-05
8,8-7,2015-03-27
8,8-7,2018-03-14
8,8-7,2021-02-12
8,8-7,2024-03-09
8,8-8,1957-05-27
8,8-8,1975-06-24
8,8-8,1982-09-29
8,8-8,1997-02-24
8,8-8,2000-03-20
8,8-8,2003-03-14
8,8-8,2006-02-23
8,8-8,2009-03-02
8,8-8,2012-03-05
8,8-8,2015-03-27
8,8-8,2018-03-14
8,8-8,2021-02-12
8,8-8,2024-03-09
8,8-9,1957-05-27
8,8-9,1962-09-20
8,8-9,1966-10-20
8,8-9,1975-06-24
8,8-9,1982-09-29
8,8-9,1997-02-24
8,8-9,2000-03-20
8,8-9,2003-03-14
8,8-9,2006-03-02
8,8-9,2009-03-02
8,8-9,2012-03-05
8,8-9,2015-04-17
8,8-9,2018-03-12
8,8-9,2021-02-15
8,8-9,2024-01-29
HUERFANO-TRAP,6B-52,1984-10-01
HUERFANO-TRAP,6B-52,1997-01-25
HUERFANO-TRAP,6B-52,2000-02-21
HUERFANO-TRAP,6B-52,2003-01-17
HUERFANO-TRAP,6B-52,2006-01-13
HUERFANO-TRAP,6B-52,2009-01-19
HUERFANO-TRAP,6B-52,2012-01-09
HUERFANO-TRAP,6B-52,2015-01-13
HUERFANO-TRAP,6B-52,2018-01-04
HUERFANO-TRAP,6B-52,2021-01-06
HUERFANO-TRAP,6B-52,2024-01-26
HUERFANO-TRAP,6B-53,1984-10-01
HUERFANO-TRAP,6B-53,1997-01-25
HUERFANO-TRAP,6B-53,2000-02-21
HUERFANO-TRAP,6B-53,2003-01-17
HUERFANO-TRAP,6B-53,2006-01-13
HUERFANO-TRAP,6B-53,2009-02-20
HUERFANO-TRAP,6B-53,2012-01-09
HUERFANO-TRAP,6B-53,2015-01-19
HUERFANO-TRAP,6B-53,2018-01-04
HUERFANO-TRAP,6B-53,2021-01-06
HUERFANO-TRAP,6B-53,2024-01-27
HUERFANO-TRAP,6B-54,1997-01-25
HUERFANO-TRAP,6B-54,2000-02-21
HUERFANO-TRAP,6B-54,2003-01-17
HUERFANO-TRAP,6B-54,2006-01-13
HUERFANO-TRAP,6B-54,2009-02-20
HUERFANO-TRAP,6B-54,2012-01-09
HUERFANO-TRAP,6B-54,2015-01-19
HUERFANO-TRAP,6B-54,2018-01-04
HUERFANO-TRAP,6B-54,2021-01-06
HUERFANO-TRAP,6B-54,2024-01-27
HUERFANO-TRAP,6B-55,1997-01-25
HUERFANO-TRAP,6B-55,2000-02-21
HUERFANO-TRAP,6B-55,2003-01-17
HUERFANO-TRAP,6B-55,2006-01-13
HUERFANO-TRAP,6B-55,2009-02-20
HUERFANO-TRAP,6B-55,2012-01-09
HUERFANO-TRAP,6B-55,2015-01-19
HUERFANO-TRAP,6B-55,2018-01-04
HUERFANO-TRAP,6B-55,2021-01-06
HUERFANO-TRAP,6B-55,2024-01-27
HUERFANO-TRAP-UNGRAZED,6B-51,1984-10-01
HUERFANO-TRAP-UNGRAZED,6B-51,1997-01-25
HUERFANO-TRAP-UNGRAZED,6B-51,2000-02-21
HUERFANO-TRAP-UNGRAZED,6B-51,2003-01-17
HUERFANO-TRAP-UNGRAZED,6B-51,2006-01-12
HUERFANO-TRAP-UNGRAZED,6B-51,2009-01-19
HUERFANO-TRAP-UNGRAZED,6B-51,2012-01-09
HUERFANO-TRAP-UNGRAZED,6B-51,2015-01-13
HUERFANO-TRAP-UNGRAZED,6B-51,2018-01-04
HUERFANO-TRAP-UNGRAZED,6B-51,2021-01-06
HUERFANO-TRAP-UNGRAZED,6B-51,2024-01-20
HUERFANO-TRAP-UNGRAZED,6B-56,1997-01-25
HUERFANO-TRAP-UNGRAZED,6B-56,2000-02-21
HUERFANO-TRAP-UNGRAZED,6B-56,2003-01-17
HUERFANO-TRAP-UNGRAZED,6B-56,2006-01-12
HUERFANO-TRAP-UNGRAZED,6B-56,2009-01-19
HUERFANO-TRAP-UNGRAZED,6B-56,2012-01-09
HUERFANO-TRAP-UNGRAZED,6B-56,2015-01-13
HUERFANO-TRAP-UNGRAZED,6B-56,2018-01-03
HUERFANO-TRAP-UNGRAZED,6B-56,2021-01-04
HUERFANO-TRAP-UNGRAZED,6B-56,2024-01-20
HUERFANO-TRAP-UNGRAZED,6B-57,1975-07-11
HUERFANO-TRAP-UNGRAZED,6B-57,1997-01-25
HUERFANO-TRAP-UNGRAZED,6B-57,2000-02-21
HUERFANO-TRAP-UNGRAZED,6B-57,2003-01-17
HUERFANO-TRAP-UNGRAZED,6B-57,2006-01-12
HUERFANO-TRAP-UNGRAZED,6B-57,2009-01-19
HUERFANO-TRAP-UNGRAZED,6B-57,2012-01-09
HUERFANO-TRAP-UNGRAZED,6B-57,2015-01-13
HUERFANO-TRAP-UNGRAZED,6B-57,2018-01-03
HUERFANO-TRAP-UNGRAZED,6B-57,2021-01-04
HUERFANO-TRAP-UNGRAZED,6B-57,2024-01-20
HUERFANO-TRAP-UNGRAZED,6B-58,1975-07-11
HUERFANO-TRAP-UNGRAZED,6B-58,1981-06-19
HUERFANO-TRAP-UNGRAZED,6B-58,1997-01-25
HUERFANO-TRAP-UNGRAZED,6B-58,2000-02-21
HUERFANO-TRAP-UNGRAZED,6B-58,2003-01-17
HUERFANO-TRAP-UNGRAZED,6B-58,2006-01-12
HUERFANO-TRAP-UNGRAZED,6B-58,2009-01-19
HUERFANO-TRAP-UNGRAZED,6B-58,2012-02-13
HUERFANO-TRAP-UNGRAZED,6B-58,2015-01-13
HUERFANO-TRAP-UNGRAZED,6B-58,2018-01-03
HUERFANO-TRAP-UNGRAZED,6B-58,2021-01-04
HUERFANO-TRAP-UNGRAZED,6B-58,2024-01-26
HUERFANO-TRAP-UNGRAZED,6B-59,1997-01-25
HUERFANO-TRAP-UNGRAZED,6B-59,2000-02-21
HUERFANO-TRAP-UNGRAZED,6B-59,2003-01-17
HUERFANO-TRAP-UNGRAZED,6B-59,2006-01-12
HUERFANO-TRAP-UNGRAZED,6B-59,2009-01-19
HUERFANO-TRAP-UNGRAZED,6B-59,2012-02-13
HUERFANO-TRAP-UNGRAZED,6B-59,2015-01-13
HUERFANO-TRAP-UNGRAZED,6B-59,2018-01-03
HUERFANO-TRAP-UNGRAZED,6B-59,2021-01-04
HUERFANO-TRAP-UNGRAZED,6B-59,2024-01-26
HUERFANO-TRAP-UNGRAZED,6B-60,1997-01-25
HUERFANO-TRAP-UNGRAZED,6B-60,2000-02-21
HUERFANO-TRAP-UNGRAZED,6B-60,2003-01-17
HUERFANO-TRAP-UNGRAZED,6B-60,2006-01-12
HUERFANO-TRAP-UNGRAZED,6B-60,2009-01-19
HUERFANO-TRAP-UNGRAZED,6B-60,2012-02-13
HUERFANO-TRAP-UNGRAZED,6B-60,2015-01-13
HUERFANO-TRAP-UNGRAZED,6B-60,2018-01-03
HUERFANO-TRAP-UNGRAZED,6B-60,2021-01-04
HUERFANO-TRAP-UNGRAZED,6B-60,2024-01-26
UA-CELL-A,2S-8,1975-06-12
UA-CELL-A,2S-8,1982-10-28
UA-CELL-A,2S-8,1984-09-18
UA-CELL-A,2S-8,1997-03-18
UA-CELL-A,2S-8,2000-03-27
UA-CELL-A,2S-8,2003-03-19
UA-CELL-A,2S-8,2006-02-21
UA-CELL-A,2S-8,2009-04-06
UA-CELL-A,2S-8,2012-03-26
UA-CELL-A,2S-8,2015-03-28
UA-CELL-A,2S-8,2018-03-26
UA-CELL-A,2S-8,2021-02-26
UA-CELL-A,2S-8,2024-03-30
UA-CELL-C,2S-9,1975-06-17
UA-CELL-C,2S-9,1982-10-27
UA-CELL-C,2S-9,1984-09-18
UA-CELL-C,2S-9,1997-03-10
UA-CELL-C,2S-9,2000-03-13
UA-CELL-C,2S-9,2003-03-10
UA-CELL-C,2S-9,2006-02-07
UA-CELL-C,2S-9,2009-04-03
UA-CELL-C,2S-9,2012-04-02
UA-CELL-C,2S-9,2015-04-06
UA-CELL-C,2S-9,2018-03-02
UA-CELL-C,2S-9,2021-02-05
UA-CELL-C,2S-9,2024-03-17
UA-CELL-D,21-1,1975-06-13
UA-CELL-D,21-1,1984-09-11
UA-CELL-D,21-1,1997-03-14
UA-CELL-D,21-1,2000-03-13
UA-CELL-D,21-1,2003-03-20
UA-CELL-D,21-1,2006-01-24
UA-CELL-D,21-1,2009-03-30
UA-CELL-D,21-1,2012-03-30
UA-CELL-D,21-1,2015-03-28
UA-CELL-D,21-1,2018-03-26
UA-CELL-D,21-1,2021-03-01
UA-CELL-D,21-1,2024-03-18
UA-CELL-D,21-10,1975-06-17
UA-CELL-D,21-10,1984-09-13
UA-CELL-D,21-10,1997-03-10
UA-CELL-D,21-10,2000-03-13
UA-CELL-D,21-10,2003-03-10
UA-CELL-D,21-10,2006-01-30
UA-CELL-D,21-10,2009-04-03
UA-CELL-D,21-10,2012-03-30
UA-CELL-D,21-10,2015-05-03
UA-CELL-D,21-10,2018-03-02
UA-CELL-D,21-10,2021-02-17
UA-CELL-D,21-10,2024-03-16
UA-CELL-D,21-2,1975-06-13
UA-CELL-D,21-2,1982-11-30
UA-CELL-D,21-2,1984-09-11
UA-CELL-D,21-2,1997-03-14
UA-CELL-D,21-2,2000-03-13
UA-CELL-D,21-2,2003-03-10
UA-CELL-D,21-2,2006-01-24
UA-CELL-D,21-2,2009-03-30
UA-CELL-D,21-2,2012-03-30
UA-CELL-D,21-2,2015-04-10
UA-CELL-D,21-2,2018-03-21
UA-CELL-D,21-2,2021-03-01
UA-CELL-D,21-2,2024-03-18
UA-CELL-D,21-4,1975-06-13
UA-CELL-D,21-4,1982-11-30
UA-CELL-D,21-4,1984-09-13
UA-CELL-D,21-4,1997-03-14
UA-CELL-D,21-4,2000-03-13
UA-CELL-D,21-4,2003-03-10
UA-CELL-D,21-4,2006-01-30
UA-CELL-D,21-4,2009-03-30
UA-CELL-D,21-4,2012-03-30
UA-CELL-D,21-4,2015-03-30
UA-CELL-D,21-4,2018-03-21
UA-CELL-D,21-4,2021-02-24
UA-CELL-D,21-4,2024-03-16
UA-CELL-D,21-5,1975-06-13
UA-CELL-D,21-5,1997-03-14
UA-CELL-D,21-5,2000-03-13
UA-CELL-D,21-5,2003-03-10
UA-CELL-D,21-5,2006-01-30
UA-CELL-D,21-5,2009-03-30
UA-CELL-D,21-5,2012-03-02
UA-CELL-D,21-5,2015-04-10
UA-CELL-D,21-5,2018-03-02
UA-CELL-D,21-5,2021-02-24
UA-CELL-D,21-5,2024-03-17
UA-CELL-D,21-6,1984-09-13
UA-CELL-D,21-6,1997-03-10
UA-CELL-D,21-6,2000-03-13
UA-CELL-D,21-6,2003-03-03
UA-CELL-D,21-6,2006-01-30
UA-CELL-D,21-6,2009-04-03
UA-CELL-D,21-6,2012-03-02
UA-CELL-D,21-6,2015-04-06
UA-CELL-D,21-6,2018-03-21
UA-CELL-D,21-6,2021-02-17
UA-CELL-D,21-6,2024-03-17
UA-CELL-D,21-7,1975-06-17
UA-CELL-D,21-7,1982-11-30
UA-CELL-D,21-7,1984-09-13
UA-CELL-D,21-7,1997-03-10
UA-CELL-D,21-7,2000-03-13
UA-CELL-D,21-7,2003-03-03
UA-CELL-D,21-7,2006-01-30
UA-CELL-D,21-7,2009-03-30
UA-CELL-D,21-7,2012-03-02
UA-CELL-D,21-7,2015-04-06
UA-CELL-D,21-7,2018-03-02
UA-CELL-D,21-7,2021-02-24
UA-CELL-D,21-7,2024-03-17
UA-CELL-D,21-8,1975-06-17
UA-CELL-D,21-8,1982-11-30
UA-CELL-D,21-8,1997-03-10
UA-CELL-D,21-8,2000-03-13
UA-CELL-D,21-8,2003-03-10
UA-CELL-D,21-8,2006-01-30
UA-CELL-D,21-8,2009-04-03
UA-CELL-D,21-8,2012-03-30
UA-CELL-D,21-8,2015-04-11
UA-CELL-D,21-8,2018-02-26
UA-CELL-D,21-8,2021-02-17
UA-CELL-D,21-8,2024-03-16
UA-CELL-D,21-9,1975-06-17
UA-CELL-D,21-9,1984-09-13
UA-CELL-D,21-9,1997-03-10
UA-CELL-D,21-9,2000-03-13
UA-CELL-D,21-9,2003-03-10
UA-CELL-D,21-9,2006-01-30
UA-CELL-D,21-9,2009-04-03
UA-CELL-D,21-9,2012-03-30
UA-CELL-D,21-9,2015-04-11
UA-CELL-D,21-9,2018-02-26
UA-CELL-D,21-9,2021-02-17
UA-CELL-D,21-9,2024-03-16
UA-CELL-E,21-3,1975-06-18
UA-CELL-E,21-3,1982-11-30
UA-CELL-E,21-3,1997-03-14
UA-CELL-E,21-3,2000-03-17
UA-CELL-E,21-3,2003-03-10
UA-CELL-E,21-3,2006-02-21
UA-CELL-E,21-3,2009-04-03
UA-CELL-E,21-3,2012-04-07
UA-CELL-E,21-3,2015-03-30
UA-CELL-E,21-3,2018-03-21
UA-CELL-E,21-3,2021-02-24
UA-CELL-E,21-3,2024-03-18
UA-CELL-F,22-10,1975-06-19
UA-CELL-F,22-10,1997-03-18
UA-CELL-F,22-10,2000-03-17
UA-CELL-F,22-10,2003-03-19
UA-CELL-F,22-10,2006-02-27
UA-CELL-F,22-10,2009-04-06
UA-CELL-F,22-10,2012-04-07
UA-CELL-F,22-10,2015-03-30
UA-CELL-F,22-10,2018-03-23
UA-CELL-F,22-10,2021-02-19
UA-CELL-F,22-10,2024-03-23
UA-CELL-F,22-6,1975-06-18
UA-CELL-F,22-6,1984-09-05
UA-CELL-F,22-6,1997-03-17
UA-CELL-F,22-6,2000-03-24
UA-CELL-F,22-6,2003-03-20
UA-CELL-F,22-6,2006-02-28
UA-CELL-F,22-6,2009-04-10
UA-CELL-F,22-6,2012-04-07
UA-CELL-F,22-6,2015-03-30
UA-CELL-F,22-6,2018-03-23
UA-CELL-F,22-6,2021-02-19
UA-CELL-F,22-6,2024-03-23
UA-CELL-F,22-9,1975-06-19
UA-CELL-F,22-9,1984-09-05
UA-CELL-F,22-9,1997-03-17
UA-CELL-F,22-9,2000-03-17
UA-CELL-F,22-9,2003-03-19
UA-CELL-F,22-9,2006-02-27
UA-CELL-F,22-9,2009-04-10
UA-CELL-F,22-9,2012-04-07
UA-CELL-F,22-9,2015-04-11
UA-CELL-F,22-9,2018-03-23
UA-CELL-F,22-9,2021-02-19
UA-CELL-F,22-9,2024-03-23
UA-CELL-G,22-1,1975-06-20
UA-CELL-G,22-1,1997-03-18
UA-CELL-G,22-1,2000-03-27
UA-CELL-G,22-1,2003-03-20
UA-CELL-G,22-1,2006-03-02
UA-CELL-G,22-1,2009-03-27
UA-CELL-G,22-1,2012-04-02
UA-CELL-G,22-1,2015-04-17
UA-CELL-G,22-1,2018-04-04
UA-CELL-G,22-1,2021-02-22
UA-CELL-G,22-1,2024-04-05
UA-CELL-G,22-2,1997-03-18
UA-CELL-G,22-2,2000-03-24
UA-CELL-G,22-2,2003-03-20
UA-CELL-G,22-2,2006-03-02
UA-CELL-G,22-2,2009-03-27
UA-CELL-G,22-2,2012-04-02
UA-CELL-G,22-2,2015-04-17
UA-CELL-G,22-2,2018-03-26
UA-CELL-G,22-2,2021-02-22
UA-CELL-G,22-2,2024-03-29
UA-CELL-G,22-3,1975-06-19
UA-CELL-G,22-3,1984-09-06
UA-CELL-G,22-3,1997-03-17
UA-CELL-G,22-3,2000-03-24
UA-CELL-G,22-3,2003-03-20
UA-CELL-G,22-3,2006-02-28
UA-CELL-G,22-3,2009-03-27
UA-CELL-G,22-3,2012-03-26
UA-CELL-G,22-3,2015-04-13
UA-CELL-G,22-3,2018-04-04
UA-CELL-G,22-3,2021-02-22
UA-CELL-G,22-3,2024-03-29
UA-CELL-G,22-4,1975-06-18
UA-CELL-G,22-4,1984-09-06
UA-CELL-G,22-4,1997-03-17
UA-CELL-G,22-4,2000-03-24
UA-CELL-G,22-4,2003-03-20
UA-CELL-G,22-4,2006-02-28
UA-CELL-G,22-4,2009-03-27
UA-CELL-G,22-4,2012-03-26
UA-CELL-G,22-4,2015-04-13
UA-CELL-G,22-4,2018-03-23
UA-CELL-G,22-4,2021-02-22
UA-CELL-G,22-4,2024-03-29
UA-CELL-G,22-5,1975-06-19
UA-CELL-G,22-5,1997-03-17
UA-CELL-G,22-5,2000-03-24
UA-CELL-G,22-5,2003-03-20
UA-CELL-G,22-5,2006-02-28
UA-CELL-G,22-5,2009-04-10
UA-CELL-G,22-5,2012-04-07
UA-CELL-G,22-5,2015-03-30
UA-CELL-G,22-5,2018-03-23
UA-CELL-G,22-5,2021-02-19
UA-CELL-G,22-5,2024-03-29
UA-CELL-G,22-7,1975-06-18
UA-CELL-G,22-7,1984-09-06
UA-CELL-G,22-7,1997-03-17
UA-CELL-G,22-7,2000-03-17
UA-CELL-G,22-7,2003-03-19
UA-CELL-G,22-7,2006-02-27
UA-CELL-G,22-7,2009-04-10
UA-CELL-G,22-7,2012-03-26
UA-CELL-G,22-7,2015-04-11
UA-CELL-G,22-7,2018-03-26
UA-CELL-G,22-7,2021-02-26
UA-CELL-G,22-7,2024-03-18
UA-CELL-G,22-8,1975-06-19
UA-CELL-G,22-8,1984-09-05
UA-CELL-G,22-8,1997-03-17
UA-CELL-G,22-8,2000-03-17
UA-CELL-G,22-8,2003-03-20
UA-CELL-G,22-8,2006-02-27
UA-CELL-G,22-8,2009-04-10
UA-CELL-G,22-8,2012-04-07
UA-CELL-G,22-8,2015-04-11
UA-CELL-G,22-8,2018-03-23
